Decade,UN_Geosheme_Subregion,Disaster_Type,RCP,Financial_Impact,Human_Impact,DO,°C
2070,Eastern Asia,Droughts,2.6,62140850,584907,9,-46
2070,Eastern Asia,Droughts,4.5,69261805,580028,49,-39
2070,Eastern Asia,Droughts,6.0,82889619,469708,24,13
2070,Eastern Asia,Droughts,8.5,43296482,525193,70,30
2070,Eastern Asia,Floods,2.6,10794851,876761,64,-3
2070,Eastern Asia,Floods,4.5,72413282,553916,90,21
2070,Eastern Asia,Floods,6.0,48475474,445240,0,48
2070,Eastern Asia,Floods,8.5,72024171,753981,9,-7
2070,Eastern Asia,Storms,2.6,62587285,217364,49,-10
2070,Eastern Asia,Storms,4.5,40881042,569837,69,-44
2070,Eastern Asia,Storms,6.0,37850663,982221,28,41
2070,Eastern Asia,Storms,8.5,63752473,620183,60,26
2070,Eastern Europe,Droughts,2.6,68222041,968451,10,-58
2070,Eastern Europe,Droughts,4.5,71786361,496402,9,-15
2070,Eastern Europe,Droughts,6.0,24901013,233859,30,11
2070,Eastern Europe,Droughts,8.5,99648103,606679,71,-46
2070,Eastern Europe,Floods,2.6,4235441,67430,18,25
2070,Eastern Europe,Floods,4.5,57525280,232544,83,-52
2070,Eastern Europe,Floods,6.0,94608690,237312,96,-35
2070,Eastern Europe,Floods,8.5,29628725,245325,83,16
2070,Eastern Europe,Storms,2.6,5811697,948501,65,-13
2070,Eastern Europe,Storms,4.5,61070461,671347,84,48
2070,Eastern Europe,Storms,6.0,30533979,907703,52,-43
2070,Eastern Europe,Storms,8.5,19842406,830743,24,-54
2070,Melanesia,Droughts,2.6,21339124,516683,40,-4
2070,Melanesia,Droughts,4.5,66891123,992647,10,-55
2070,Melanesia,Droughts,6.0,89885459,108317,25,-15
2070,Melanesia,Droughts,8.5,24892948,36415,79,-38
2070,Melanesia,Floods,2.6,44655182,203377,91,-28
2070,Melanesia,Floods,4.5,42908549,656713,41,29
2070,Melanesia,Floods,6.0,78786274,107278,73,23
2070,Melanesia,Floods,8.5,95353712,443784,40,-9
2070,Melanesia,Storms,2.6,11697148,967579,92,29
2070,Melanesia,Storms,4.5,64663759,807624,89,3
2070,Melanesia,Storms,6.0,52650295,335888,33,-52
2070,Melanesia,Storms,8.5,14968109,154845,92,-24
2070,Micronesia,Droughts,2.6,49282134,848715,55,5
2070,Micronesia,Droughts,4.5,10029172,82194,80,-36
2070,Micronesia,Droughts,6.0,12912146,551709,14,12
2070,Micronesia,Droughts,8.5,55921828,251705,71,27
2070,Micronesia,Floods,2.6,94339460,409459,47,42
2070,Micronesia,Floods,4.5,63262793,715274,67,-39
2070,Micronesia,Floods,6.0,85040896,328530,20,12
2070,Micronesia,Floods,8.5,97389344,66716,71,16
2070,Micronesia,Storms,2.6,17797875,384565,33,2
2070,Micronesia,Storms,4.5,70421631,699632,96,17
2070,Micronesia,Storms,6.0,99963294,645916,61,36
2070,Micronesia,Storms,8.5,74286035,366984,65,-37
2070,Middle Africa,Droughts,2.6,94123871,123216,79,39
2070,Middle Africa,Droughts,4.5,42744813,294034,18,21
2070,Middle Africa,Droughts,6.0,24189847,520407,66,-45
2070,Middle Africa,Droughts,8.5,99190046,564066,85,-28
2070,Middle Africa,Floods,2.6,10167458,582745,46,18
2070,Middle Africa,Floods,4.5,94541522,821360,50,22
2070,Middle Africa,Floods,6.0,81956240,636373,72,25
2070,Middle Africa,Floods,8.5,90369162,369474,54,-34
2070,Middle Africa,Storms,2.6,1017690,19739,37,25
2070,Middle Africa,Storms,4.5,34130707,967580,86,-15
2070,Middle Africa,Storms,6.0,17220154,418048,60,-24
2070,Middle Africa,Storms,8.5,50092724,471839,23,-17
2070,Northern Africa,Droughts,2.6,88112361,575765,15,33
2070,Northern Africa,Droughts,4.5,48161942,543710,3,-37
2070,Northern Africa,Droughts,6.0,61541312,192443,89,-11
2070,Northern Africa,Droughts,8.5,52728347,38858,85,30
2070,Northern Africa,Floods,2.6,9515695,118021,58,9
2070,Northern Africa,Floods,4.5,65546596,708144,95,-5
2070,Northern Africa,Floods,6.0,99813876,322573,57,-21
2070,Northern Africa,Floods,8.5,28194377,417856,72,-39
2070,Northern Africa,Storms,2.6,59086338,580376,45,-37
2070,Northern Africa,Storms,4.5,58072514,117020,67,-25
2070,Northern Africa,Storms,6.0,72484848,739454,77,-43
2070,Northern Africa,Storms,8.5,66230318,433136,49,-31
2070,Northern America,Droughts,2.6,64303788,57232,17,19
2070,Northern America,Droughts,4.5,46595825,483676,40,-30
2070,Northern America,Droughts,6.0,44695706,580184,7,18
2070,Northern America,Droughts,8.5,96852906,526509,69,25
2070,Northern America,Floods,2.6,82983228,410243,83,-47
2070,Northern America,Floods,4.5,26925567,338886,86,-35
2070,Northern America,Floods,6.0,65457181,155645,70,7
2070,Northern America,Floods,8.5,42209824,380132,21,8
2070,Northern America,Storms,2.6,76084811,680895,80,7
2070,Northern America,Storms,4.5,13081810,407749,78,-16
2070,Northern America,Storms,6.0,68214830,393850,58,-23
2070,Northern America,Storms,8.5,2993310,589950,44,19
2070,Northern Europe,Droughts,2.6,51620557,51072,99,-34
2070,Northern Europe,Droughts,4.5,38059866,954950,23,-48
2070,Northern Europe,Droughts,6.0,72900391,189107,96,16
2070,Northern Europe,Droughts,8.5,88163697,714243,20,-8
2070,Northern Europe,Floods,2.6,83340291,298392,47,-7
2070,Northern Europe,Floods,4.5,61439052,255366,55,-28
2070,Northern Europe,Floods,6.0,91670044,819043,44,-49
2070,Northern Europe,Floods,8.5,54085769,551739,80,-21
2070,Northern Europe,Storms,2.6,48792549,562009,44,26
2070,Northern Europe,Storms,4.5,59520428,98946,40,6
2070,Northern Europe,Storms,6.0,8364802,797619,45,-9
2070,Northern Europe,Storms,8.5,43195268,312773,35,-24
2070,Polynesia,Droughts,2.6,61767159,233037,55,12
2070,Polynesia,Droughts,4.5,21593137,201194,62,-57
2070,Polynesia,Droughts,6.0,72705373,152388,30,34
2070,Polynesia,Droughts,8.5,9661886,692520,16,-38
2070,Polynesia,Floods,2.6,43441204,235654,43,4
2070,Polynesia,Floods,4.5,40751550,871335,21,16
2070,Polynesia,Floods,6.0,58423991,576188,65,-13
2070,Polynesia,Floods,8.5,47518164,658642,86,-41
2070,Polynesia,Storms,2.6,17368194,684817,80,-5
2070,Polynesia,Storms,4.5,322945,173909,92,-36
2070,Polynesia,Storms,6.0,68921543,82181,90,17
2070,Polynesia,Storms,8.5,74472529,20914,76,-14
2070,South America,Droughts,2.6,24812227,447801,21,-38
2070,South America,Droughts,4.5,29108084,597092,41,5
2070,South America,Droughts,6.0,969818,344676,94,-29
2070,South America,Droughts,8.5,84459368,933502,96,-10
2070,South America,Floods,2.6,89914823,288250,66,-8
2070,South America,Floods,4.5,76929474,751819,20,-55
2070,South America,Floods,6.0,1946770,125783,18,-57
2070,South America,Floods,8.5,52273864,560213,85,41
2070,South America,Storms,2.6,87569489,115079,86,-35
2070,South America,Storms,4.5,61906180,464556,69,15
2070,South America,Storms,6.0,78835467,119390,19,-35
2070,South America,Storms,8.5,73570612,833504,95,-11
2070,South-Eastern Asia,Droughts,2.6,6633674,19845,52,-33
2070,South-Eastern Asia,Droughts,4.5,72352015,450704,39,43
2070,South-Eastern Asia,Droughts,6.0,9626554,263888,63,21
2070,South-Eastern Asia,Droughts,8.5,76794815,776023,29,-37
2070,South-Eastern Asia,Floods,2.6,74619173,201781,77,40
2070,South-Eastern Asia,Floods,4.5,46228620,155971,10,-21
2070,South-Eastern Asia,Floods,6.0,90948574,381741,38,15
2070,South-Eastern Asia,Floods,8.5,62130694,50803,20,-51
2070,South-Eastern Asia,Storms,2.6,95093035,782170,41,-25
2070,South-Eastern Asia,Storms,4.5,21532490,392944,78,-2
2070,South-Eastern Asia,Storms,6.0,99169647,374718,47,27
2070,South-Eastern Asia,Storms,8.5,66443759,771513,43,-46
2070,Southern Africa,Droughts,2.6,73206988,988483,19,11
2070,Southern Africa,Droughts,4.5,5760021,487335,54,48
2070,Southern Africa,Droughts,6.0,74155219,343491,50,-41
2070,Southern Africa,Droughts,8.5,30237128,881156,0,5
2070,Southern Africa,Floods,2.6,77394282,887919,1,22
2070,Southern Africa,Floods,4.5,28242594,330464,28,45
2070,Southern Africa,Floods,6.0,43058519,327023,89,-60
2070,Southern Africa,Floods,8.5,57162290,512567,80,41
2070,Southern Africa,Storms,2.6,24762492,32131,95,9
2070,Southern Africa,Storms,4.5,11336078,830032,42,43
2070,Southern Africa,Storms,6.0,17375871,989209,23,-40
2070,Southern Africa,Storms,8.5,64323861,512225,63,37
2070,Southern Asia,Droughts,2.6,92960552,976503,2,-28
2070,Southern Asia,Droughts,4.5,61177126,712389,93,-15
2070,Southern Asia,Droughts,6.0,30597452,918119,74,-2
2070,Southern Asia,Droughts,8.5,35284652,635508,66,-37
2070,Southern Asia,Floods,2.6,60361814,512374,81,-44
2070,Southern Asia,Floods,4.5,3065657,558961,15,-39
2070,Southern Asia,Floods,6.0,80515491,220069,67,-55
2070,Southern Asia,Floods,8.5,94036325,257103,19,-3
2070,Southern Asia,Storms,2.6,3807779,764679,30,9
2070,Southern Asia,Storms,4.5,56095193,54543,5,35
2070,Southern Asia,Storms,6.0,28113621,781174,69,45
2070,Southern Asia,Storms,8.5,6444838,79968,11,15
2070,Southern Europe,Droughts,2.6,12276787,239595,21,11
2070,Southern Europe,Droughts,4.5,65471246,713135,76,12
2070,Southern Europe,Droughts,6.0,92500216,19000,59,-37
2070,Southern Europe,Droughts,8.5,44895779,893042,10,22
2070,Southern Europe,Floods,2.6,49603236,109276,70,42
2070,Southern Europe,Floods,4.5,88718116,78733,9,-38
2070,Southern Europe,Floods,6.0,72087244,74105,57,38
2070,Southern Europe,Floods,8.5,33171671,373217,96,-47
2070,Southern Europe,Storms,2.6,72863852,318635,95,-6
2070,Southern Europe,Storms,4.5,32011455,700601,25,-38
2070,Southern Europe,Storms,6.0,10637539,753983,25,-45
2070,Southern Europe,Storms,8.5,65523488,486966,59,-45
2070,Western Africa,Droughts,2.6,83384808,558407,65,5
2070,Western Africa,Droughts,4.5,77699426,716711,38,-11
2070,Western Africa,Droughts,6.0,46426832,499735,36,-43
2070,Western Africa,Droughts,8.5,52265089,331146,30,-26
2070,Western Africa,Floods,2.6,72685585,24001,37,-8
2070,Western Africa,Floods,4.5,49033766,895327,82,36
2070,Western Africa,Floods,6.0,62115695,167465,76,27
2070,Western Africa,Floods,8.5,67957955,256876,7,1
2070,Western Africa,Storms,2.6,49029206,126818,30,18
2070,Western Africa,Storms,4.5,4049798,545891,39,16
2070,Western Africa,Storms,6.0,68825443,544787,81,31
2070,Western Africa,Storms,8.5,80653338,86728,1,-21
2070,Western Asia,Droughts,2.6,82873327,584014,87,-25
2070,Western Asia,Droughts,4.5,97241977,466727,65,-14
2070,Western Asia,Droughts,6.0,44138432,120790,1,-12
2070,Western Asia,Droughts,8.5,72466190,280067,67,46
2070,Western Asia,Floods,2.6,51821933,20323,24,-20
2070,Western Asia,Floods,4.5,71421710,825820,12,32
2070,Western Asia,Floods,6.0,81873231,581344,83,-22
2070,Western Asia,Floods,8.5,24393784,109061,62,-8
2070,Western Asia,Storms,2.6,70308763,352811,46,28
2070,Western Asia,Storms,4.5,84697189,783062,57,26
2070,Western Asia,Storms,6.0,65656267,496476,10,13
2070,Western Asia,Storms,8.5,7365065,206316,35,-24
2070,Western Europe,Droughts,2.6,48968130,275897,94,-14
2070,Western Europe,Droughts,4.5,72431537,392236,48,33
2070,Western Europe,Droughts,6.0,50326615,416709,16,33
2070,Western Europe,Droughts,8.5,74467824,316267,57,-13
2070,Western Europe,Floods,2.6,44842421,423761,63,27
2070,Western Europe,Floods,4.5,66982075,869083,27,2
2070,Western Europe,Floods,6.0,35393855,999432,26,19
2070,Western Europe,Floods,8.5,13025314,119662,31,40
2070,Western Europe,Storms,2.6,48630641,583692,18,25
2070,Western Europe,Storms,4.5,94517121,281991,62,42
2070,Western Europe,Storms,6.0,87845743,964659,45,-38
2070,Western Europe,Storms,8.5,34713162,548744,42,-10
2080,Australia and New Zealand,Droughts,2.6,24099123,269482,59,20
2080,Australia and New Zealand,Droughts,4.5,64648567,26265,7,-37
2080,Australia and New Zealand,Droughts,6.0,80326323,98332,32,21
2080,Australia and New Zealand,Droughts,8.5,45588955,510467,5,-39
2080,Australia and New Zealand,Floods,2.6,72004576,471571,71,-13
2080,Australia and New Zealand,Floods,4.5,32938481,112622,55,6
2080,Australia and New Zealand,Floods,6.0,24593006,286955,68,-54
2080,Australia and New Zealand,Floods,8.5,68177776,818993,1,28
2080,Australia and New Zealand,Storms,2.6,18598558,260354,81,-46
2080,Australia and New Zealand,Storms,4.5,32680907,754252,14,16
2080,Australia and New Zealand,Storms,6.0,48866857,3062,24,19
2080,Australia and New Zealand,Storms,8.5,2650443,23200,75,7
2080,Caribbean,Droughts,2.6,63763012,714179,65,2
2080,Caribbean,Droughts,4.5,92686282,934376,17,-59
2080,Caribbean,Droughts,6.0,89237459,967473,35,44
2080,Caribbean,Droughts,8.5,8643899,373942,5,12
2080,Caribbean,Floods,2.6,91693764,662243,66,1
2080,Caribbean,Floods,4.5,58749066,223588,63,-6
2080,Caribbean,Floods,6.0,83751239,958344,18,-29
2080,Caribbean,Floods,8.5,70304737,86952,24,11
2080,Caribbean,Storms,2.6,28712779,165146,98,5
2080,Caribbean,Storms,4.5,61701030,273780,33,-36
2080,Caribbean,Storms,6.0,31087150,673535,71,12
2080,Caribbean,Storms,8.5,35073619,20982,94,-43
2080,Central America,Droughts,2.6,31398933,475755,46,39
2080,Central America,Droughts,4.5,41898189,45949,72,-29
2080,Central America,Droughts,6.0,14610853,894686,56,40
2080,Central America,Droughts,8.5,2536898,195911,49,32
2080,Central America,Floods,2.6,89337535,964269,34,48
2080,Central America,Floods,4.5,97908006,382208,3,-33
2080,Central America,Floods,6.0,13311096,272157,93,14
2080,Central America,Floods,8.5,22816020,811298,0,18
2080,Central America,Storms,2.6,77798685,546869,7,39
2080,Central America,Storms,4.5,14310834,383548,13,-59
2080,Central America,Storms,6.0,23801846,468842,51,0
2080,Central America,Storms,8.5,39915172,906662,49,-47
2080,Central Asia,Droughts,2.6,26631231,764781,1,37
2080,Central Asia,Droughts,4.5,29203130,648372,91,22
2080,Central Asia,Droughts,6.0,123805,434849,10,-44
2080,Central Asia,Droughts,8.5,81759313,661327,2,-27
2080,Central Asia,Floods,2.6,37792,624623,74,-59
2080,Central Asia,Floods,4.5,1436345,549180,62,4
2080,Central Asia,Floods,6.0,19627264,986956,50,-43
2080,Central Asia,Floods,8.5,60491966,961998,67,49
2080,Central Asia,Storms,2.6,49799902,256154,9,-24
2080,Central Asia,Storms,4.5,62240141,469355,92,49
2080,Central Asia,Storms,6.0,7988719,602150,65,-41
2080,Central Asia,Storms,8.5,36618326,712238,21,-9
2080,Eastern Africa,Droughts,2.6,21126974,89610,2,28
2080,Eastern Africa,Droughts,4.5,80796842,274449,57,-31
2080,Eastern Africa,Droughts,6.0,45031730,457145,38,12
2080,Eastern Africa,Droughts,8.5,83400378,750777,2,-16
2080,Eastern Africa,Floods,2.6,65172577,775647,54,-6
2080,Eastern Africa,Floods,4.5,94442120,353131,42,-48
2080,Eastern Africa,Floods,6.0,86786825,320715,54,-31
2080,Eastern Africa,Floods,8.5,53584607,581488,34,-4
2080,Eastern Africa,Storms,2.6,64700177,382674,92,-56
2080,Eastern Africa,Storms,4.5,38167772,574654,97,-39
2080,Eastern Africa,Storms,6.0,55703627,272539,42,3
2080,Eastern Africa,Storms,8.5,98137959,194542,38,-19
2080,Eastern Asia,Droughts,2.6,8732889,21621,89,-6
2080,Eastern Asia,Droughts,4.5,49164362,30994,12,-37
2080,Eastern Asia,Droughts,6.0,43980451,909403,76,-58
2080,Eastern Asia,Droughts,8.5,71440835,847272,7,-34
2080,Eastern Asia,Floods,2.6,66062807,801639,12,34
2080,Eastern Asia,Floods,4.5,93015946,411683,80,34
2080,Eastern Asia,Floods,6.0,86601021,782177,97,-40
2080,Eastern Asia,Floods,8.5,11881284,643208,90,-55
2080,Eastern Asia,Storms,2.6,7744728,525238,59,-14
2080,Eastern Asia,Storms,4.5,56216244,640918,39,-43
2080,Eastern Asia,Storms,6.0,23302172,648866,5,-5
2080,Eastern Asia,Storms,8.5,13868658,11462,14,-32
2080,Eastern Europe,Droughts,2.6,21476361,387046,53,-60
2080,Eastern Europe,Droughts,4.5,3173949,562801,28,21
2080,Eastern Europe,Droughts,6.0,4234777,243577,50,-4
2080,Eastern Europe,Droughts,8.5,95815593,314706,99,-43
2080,Eastern Europe,Floods,2.6,5833800,6966,91,-53
2080,Eastern Europe,Floods,4.5,90918540,924184,84,43
2080,Eastern Europe,Floods,6.0,16226697,990849,41,-2
2080,Eastern Europe,Floods,8.5,29834910,820106,20,16
2080,Eastern Europe,Storms,2.6,28499556,161410,15,-58
2080,Eastern Europe,Storms,4.5,51445179,420603,54,-52
2080,Eastern Europe,Storms,6.0,10895294,734497,70,-4
2080,Eastern Europe,Storms,8.5,38193646,77451,26,5
2080,Melanesia,Droughts,2.6,4638574,108723,31,48
2080,Melanesia,Droughts,4.5,81597919,987575,70,45
2080,Melanesia,Droughts,6.0,69901611,709026,93,-3
2080,Melanesia,Droughts,8.5,23131666,101894,55,-44
2080,Melanesia,Floods,2.6,27904566,491811,32,-32
2080,Melanesia,Floods,4.5,23469523,410917,78,-47
2080,Melanesia,Floods,6.0,3181891,526511,84,17
2080,Melanesia,Floods,8.5,80801527,431796,31,34
2080,Melanesia,Storms,2.6,2215411,790523,43,-49
2080,Melanesia,Storms,4.5,45671237,848754,15,22
2080,Melanesia,Storms,6.0,12415448,918517,91,-24
2080,Melanesia,Storms,8.5,84360021,86452,90,-56
2080,Micronesia,Droughts,2.6,81928403,98413,79,15
2080,Micronesia,Droughts,4.5,22543504,457432,7,-6
2080,Micronesia,Droughts,6.0,95557666,179340,38,47
2080,Micronesia,Droughts,8.5,56174959,853901,64,-34
2080,Micronesia,Floods,2.6,38989660,587066,52,32
2080,Micronesia,Floods,4.5,55924740,232554,83,43
2080,Micronesia,Floods,6.0,83676176,196212,64,48
2080,Micronesia,Floods,8.5,96817828,298030,73,29
2080,Micronesia,Storms,2.6,8702822,222425,83,-23
2080,Micronesia,Storms,4.5,474099,886127,89,-47
2080,Micronesia,Storms,6.0,29482490,293784,82,-32
2080,Micronesia,Storms,8.5,14362360,397504,1,17
2080,Middle Africa,Droughts,2.6,16093761,331100,95,-42
2080,Middle Africa,Droughts,4.5,29234866,637947,99,-13
2080,Middle Africa,Droughts,6.0,78769731,63472,49,20
2080,Middle Africa,Droughts,8.5,83282202,193708,84,-53
2080,Middle Africa,Floods,2.6,12030387,786855,7,-28
2080,Middle Africa,Floods,4.5,44131958,899981,56,-9
2080,Middle Africa,Floods,6.0,44797749,573162,5,-30
2080,Middle Africa,Floods,8.5,26776129,631877,66,-39
2080,Middle Africa,Storms,2.6,11543533,589186,61,23
2080,Middle Africa,Storms,4.5,21964191,76617,96,-52
2080,Middle Africa,Storms,6.0,92428822,377380,29,1
2080,Middle Africa,Storms,8.5,55818520,914031,25,-46
2080,Northern Africa,Droughts,2.6,65338806,660709,76,-53
2080,Northern Africa,Droughts,4.5,84227570,884924,20,-25
2080,Northern Africa,Droughts,6.0,54550932,562145,93,-28
2080,Northern Africa,Droughts,8.5,47805914,955816,77,-38
2080,Northern Africa,Floods,2.6,38822542,328189,82,48
2080,Northern Africa,Floods,4.5,46054148,594178,65,7
2080,Northern Africa,Floods,6.0,33524832,451921,11,-30
2080,Northern Africa,Floods,8.5,25110577,469701,82,-35
2080,Northern Africa,Storms,2.6,73113550,761504,28,-59
2080,Northern Africa,Storms,4.5,63508389,676136,71,49
2080,Northern Africa,Storms,6.0,2972665,453850,95,46
2080,Northern Africa,Storms,8.5,81373782,319944,67,-47
2080,Northern America,Droughts,2.6,53325534,442414,30,2
2080,Northern America,Droughts,4.5,33307103,721488,57,-56
2080,Northern America,Droughts,6.0,11763013,308147,15,46
2080,Northern America,Droughts,8.5,50682397,333684,93,-47
2080,Northern America,Floods,2.6,26171154,625016,20,-14
2080,Northern America,Floods,4.5,87989745,575503,73,-10
2080,Northern America,Floods,6.0,26382759,351829,8,-46
2080,Northern America,Floods,8.5,48625344,119415,45,-59
2080,Northern America,Storms,2.6,63080177,709807,31,-19
2080,Northern America,Storms,4.5,97675022,399016,55,-21
2080,Northern America,Storms,6.0,44230880,905051,87,-11
2080,Northern America,Storms,8.5,24527957,745120,33,-54
2080,Northern Europe,Droughts,2.6,77264047,690276,47,-58
2080,Northern Europe,Droughts,4.5,41170526,548526,45,20
2080,Northern Europe,Droughts,6.0,30639089,553125,78,29
2080,Northern Europe,Droughts,8.5,59023519,379956,19,1
2080,Northern Europe,Floods,2.6,13457061,523773,10,20
2080,Northern Europe,Floods,4.5,84370716,538206,0,38
2080,Northern Europe,Floods,6.0,59263374,989705,50,33
2080,Northern Europe,Floods,8.5,25908865,585610,72,45
2080,Northern Europe,Storms,2.6,63541340,157736,8,-1
2080,Northern Europe,Storms,4.5,19648188,705371,19,16
2080,Northern Europe,Storms,6.0,90047637,804952,92,47
2080,Northern Europe,Storms,8.5,56116956,122680,51,-31
2080,Polynesia,Droughts,2.6,98800432,764133,49,9
2080,Polynesia,Droughts,4.5,44264333,225767,79,-20
2080,Polynesia,Droughts,6.0,25238179,923748,99,-56
2080,Polynesia,Droughts,8.5,62410358,942256,96,-55
2080,Polynesia,Floods,2.6,68822237,982506,35,31
2080,Polynesia,Floods,4.5,32472311,542316,2,-56
2080,Polynesia,Floods,6.0,55656941,761718,99,18
2080,Polynesia,Floods,8.5,84601612,665581,95,29
2080,Polynesia,Storms,2.6,80449098,335323,88,40
2080,Polynesia,Storms,4.5,77011644,288171,36,33
2080,Polynesia,Storms,6.0,61071299,165805,33,-35
2080,Polynesia,Storms,8.5,880479,786291,17,-41
2080,South America,Droughts,2.6,66111894,798157,41,-30
2080,South America,Droughts,4.5,10973037,478096,6,-23
2080,South America,Droughts,6.0,82337637,977715,25,-31
2080,South America,Droughts,8.5,63437329,365365,27,-47
2080,South America,Floods,2.6,89647938,996357,56,30
2080,South America,Floods,4.5,9710295,351703,90,-11
2080,South America,Floods,6.0,97267513,257450,68,44
2080,South America,Floods,8.5,86812111,275761,81,-14
2080,South America,Storms,2.6,180684,474866,25,-25
2080,South America,Storms,4.5,83201718,706267,86,38
2080,South America,Storms,6.0,7581353,718024,71,-26
2080,South America,Storms,8.5,53378332,95503,43,-59
2080,South-Eastern Asia,Droughts,2.6,39880628,84656,70,-3
2080,South-Eastern Asia,Droughts,4.5,25091398,516808,70,31
2080,South-Eastern Asia,Droughts,6.0,52223743,87451,80,2
2080,South-Eastern Asia,Droughts,8.5,75204279,189604,6,-37
2080,South-Eastern Asia,Floods,2.6,40781666,945060,41,39
2080,South-Eastern Asia,Floods,4.5,83130488,835175,41,-9
2080,South-Eastern Asia,Floods,6.0,59009248,962621,93,-33
2080,South-Eastern Asia,Floods,8.5,47687362,179795,40,27
2080,South-Eastern Asia,Storms,2.6,9617650,401580,72,-35
2080,South-Eastern Asia,Storms,4.5,23718966,8781,28,48
2080,South-Eastern Asia,Storms,6.0,42629317,79590,65,20
2080,South-Eastern Asia,Storms,8.5,24236103,314873,89,44
2080,Southern Africa,Droughts,2.6,72791592,97565,13,-17
2080,Southern Africa,Droughts,4.5,6183348,418102,81,-58
2080,Southern Africa,Droughts,6.0,21696117,699619,52,-43
2080,Southern Africa,Droughts,8.5,76780706,623858,62,4
2080,Southern Africa,Floods,2.6,98198645,511306,26,-57
2080,Southern Africa,Floods,4.5,96470316,826057,17,-46
2080,Southern Africa,Floods,6.0,50395496,457825,91,-30
2080,Southern Africa,Floods,8.5,65285840,818754,42,38
2080,Southern Africa,Storms,2.6,43348693,912640,37,27
2080,Southern Africa,Storms,4.5,55020260,103519,24,3
2080,Southern Africa,Storms,6.0,72643129,533966,39,16
2080,Southern Africa,Storms,8.5,99144327,149431,93,10
2080,Southern Asia,Droughts,2.6,66321941,92402,17,-37
2080,Southern Asia,Droughts,4.5,51329231,721968,33,-17
2080,Southern Asia,Droughts,6.0,65089324,274583,85,-21
2080,Southern Asia,Droughts,8.5,15829529,173465,21,-4
2080,Southern Asia,Floods,2.6,56982105,278299,43,7
2080,Southern Asia,Floods,4.5,23966862,55675,92,14
2080,Southern Asia,Floods,6.0,28745554,783443,36,-58
2080,Southern Asia,Floods,8.5,11362324,209435,50,11
2080,Southern Asia,Storms,2.6,30300203,270115,73,-60
2080,Southern Asia,Storms,4.5,59161651,3406,32,-60
2080,Southern Asia,Storms,6.0,74438653,106044,0,-9
2080,Southern Asia,Storms,8.5,80378834,391901,95,-28
2080,Southern Europe,Droughts,2.6,51462944,510747,62,-47
2080,Southern Europe,Droughts,4.5,64399510,449641,3,-48
2080,Southern Europe,Droughts,6.0,58719513,350949,71,-18
2080,Southern Europe,Droughts,8.5,5621362,554443,74,-3
2080,Southern Europe,Floods,2.6,14292143,687299,5,-38
2080,Southern Europe,Floods,4.5,64135809,419811,35,5
2080,Southern Europe,Floods,6.0,94578413,1882,42,-51
2080,Southern Europe,Floods,8.5,2924837,744052,7,-53
2080,Southern Europe,Storms,2.6,3727587,425158,49,-4
2080,Southern Europe,Storms,4.5,22928735,527154,86,11
2080,Southern Europe,Storms,6.0,41110320,981400,2,10
2080,Southern Europe,Storms,8.5,83171955,540702,64,44
2080,Western Africa,Droughts,2.6,85975127,331433,39,32
2080,Western Africa,Droughts,4.5,28387110,299502,36,39
2080,Western Africa,Droughts,6.0,85369603,520489,80,31
2080,Western Africa,Droughts,8.5,21015518,127023,66,28
2080,Western Africa,Floods,2.6,73665205,417663,33,-44
2080,Western Africa,Floods,4.5,29922809,65611,18,35
2080,Western Africa,Floods,6.0,87274242,412685,96,37
2080,Western Africa,Floods,8.5,17415801,363052,89,-42
2080,Western Africa,Storms,2.6,15603664,998203,12,-9
2080,Western Africa,Storms,4.5,28158115,92965,98,43
2080,Western Africa,Storms,6.0,64109319,961341,62,41
2080,Western Africa,Storms,8.5,69468034,516019,7,-14
2080,Western Asia,Droughts,2.6,53296508,547598,73,-32
2080,Western Asia,Droughts,4.5,35084956,254895,22,-2
2080,Western Asia,Droughts,6.0,96882598,849760,81,-20
2080,Western Asia,Droughts,8.5,54893000,589086,88,-49
2080,Western Asia,Floods,2.6,22198673,557324,7,-13
2080,Western Asia,Floods,4.5,17254474,734184,14,-25
2080,Western Asia,Floods,6.0,97094035,325524,61,36
2080,Western Asia,Floods,8.5,5959947,848092,43,-43
2080,Western Asia,Storms,2.6,80596845,412934,86,-9
2080,Western Asia,Storms,4.5,99002165,5345,57,-12
2080,Western Asia,Storms,6.0,38011592,740862,75,-12
2080,Western Asia,Storms,8.5,59133236,149138,34,42
2080,Western Europe,Droughts,2.6,7381857,318198,76,20
2080,Western Europe,Droughts,4.5,31667747,461003,41,-34
2080,Western Europe,Droughts,6.0,62267656,370844,26,-18
2080,Western Europe,Droughts,8.5,33398946,272061,39,17
2080,Western Europe,Floods,2.6,1561975,895243,81,-5
2080,Western Europe,Floods,4.5,13474892,518850,89,-12
2080,Western Europe,Floods,6.0,79763861,86967,45,-13
2080,Western Europe,Floods,8.5,70333413,756910,65,-41
2080,Western Europe,Storms,2.6,92978901,809383,82,-35
2080,Western Europe,Storms,4.5,7000603,212797,74,-57
2080,Western Europe,Storms,6.0,35247903,570886,97,14
2080,Western Europe,Storms,8.5,77597199,949316,41,-50
2090,Australia and New Zealand,Droughts,2.6,86056037,692450,89,-31
2090,Australia and New Zealand,Droughts,4.5,31744297,627521,52,26
2090,Australia and New Zealand,Droughts,6.0,83534799,349377,19,10
2090,Australia and New Zealand,Droughts,8.5,51963157,935081,62,-40
